"","index","Cuzco","angertreat","anxietytreat","calmtreat","outvote1","outvote2","age","triste","feliz","enojado","asqueado","preocupado","con.miedo","con.placer","orgulloso","desesperado","risk","socioeconentusiasmo","socioeconenojo","socioeconpreocupacion","socioecontranquilidad","socioeconmiedo","socioeconns","corruptentusiasmo","corruptenojo","corruptpreocupacion","corrupttranquilidad","corruptmiedo","corruptns","pocketeconentusiasmo","pocketeconenojo","pocketeconpreocupacion","pocketecontranquilidad","pocketeconmiedo","pocketeconns","crimeentusiasmo","crimeenojo","crimepreocupacion","crimetranquilidad","crimemiedo","crimens","repentusiasmo","repenojo","reppreocupacion","reptranquilidad","repmiedo","repns","corruptfreq","corruptresp","crimefreq","crimeresp","unempfreq","unempresp","povertyfreq","povertyresp","edqual","edresp","govtcapac","govtcapacresp","participrepresent","leftright","diazleftright","hurtadoleftright","partyid","intefficacy","extefficacy","tvnews","newspaper","radionews","edlevel","classid","treatment","outsidervote","simpletreat"
"235",392,0,NA,1,NA,NA,2,22,0,1,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,3,3,2,3,3,3,6,3,3,1,2,4,2,7,1,6,3,1,3,2,5,2,"anxiety",1,0
"236",431,1,NA,1,NA,NA,2,30,0,0,0,0,1,0,1,0,0,20,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,3,4,3,3,1,3,3,6,3,3,3,2,6,6,6,9,2,2,1,1,3,7,1,"anxiety",1,0
"237",159,0,NA,1,NA,NA,2,33,0,1,0,0,0,0,0,0,0,25,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,2,2,3,3,3,2,3,3,3,3,3,2,1,2,2,3,9,1,2,2,2,4,6,2,"anxiety",1,0
"238",35,1,NA,1,NA,2,NA,34,1,0,0,0,0,0,0,1,0,29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,5,3,4,3,3,3,3,3,3,2,1,7,7,7,9,5,3,1,4,1,4,2,"anxiety",1,0
"239",124,1,NA,1,NA,2,NA,34,1,0,0,0,0,0,0,1,0,29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,5,3,4,3,3,3,3,3,3,2,1,7,7,7,9,5,3,1,4,1,4,2,"anxiety",1,0
"240",146,1,NA,1,NA,2,NA,37,0,1,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,2,3,3,3,3,3,3,3,2,2,1,2,7,7,8,2,1,1,1,1,8,2,"anxiety",1,0
"241",377,0,NA,1,NA,NA,2,24,0,0,0,0,1,0,0,0,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,3,1,3,3,3,3,4,3,2,3,1,3,3,3,9,2,2,1,3,2,7,2,"anxiety",1,0
"242",56,0,NA,1,NA,NA,2,28,0,0,0,1,1,0,0,0,1,31,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2,2,3,2,3,3,3,4,3,2,1,2,6,6,6,9,1,2,3,2,2,8,2,"anxiety",1,0
"243",41,0,NA,1,NA,NA,2,NA,0,0,0,0,1,0,0,0,1,34,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,3,4,3,2,2,3,3,4,3,3,1,1,3,3,4,9,1,3,2,2,3,7,2,"anxiety",1,0
"244",191,0,NA,1,NA,2,NA,25,0,1,0,0,0,0,0,0,0,34,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,3,3,3,3,3,3,4,3,2,2,2,3,4,2,5,3,3,-99,2,4,7,2,"anxiety",1,0
"245",233,0,NA,1,NA,2,NA,25,0,1,0,0,0,0,0,0,0,34,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,3,3,3,3,3,3,4,3,2,2,2,3,4,2,5,3,3,-99,2,4,7,2,"anxiety",1,0
"246",9,0,NA,1,NA,NA,2,26,0,0,0,0,0,0,0,0,1,35,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,3,3,3,3,3,3,4,3,2,2,2,3,4,3,9,2,2,1,1,1,8,2,"anxiety",1,0
"247",36,0,NA,1,NA,NA,2,23,0,1,0,1,0,1,0,0,0,35,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,3,3,3,2,3,2,6,3,3,1,1,5,3,2,9,4,2,1,1,5,7,3,"anxiety",1,0
"248",355,0,NA,1,NA,NA,2,23,0,1,0,1,0,1,0,0,0,35,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,3,3,3,2,3,2,6,3,3,1,1,5,3,2,9,4,2,1,1,5,7,3,"anxiety",1,0
"249",432,0,NA,1,NA,NA,2,25,0,0,1,0,0,0,0,0,0,35,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,6,3,2,2,2,6,3,3,9,3,2,2,1,2,7,2,"anxiety",1,0
"250",204,1,NA,1,NA,NA,2,47,0,1,0,0,0,0,1,1,0,38,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3,1,4,3,3,3,3,3,4,3,3,2,1,6,3,4,9,4,4,1,2,1,7,2,"anxiety",1,0
"251",8,0,NA,1,NA,2,NA,57,0,0,0,0,1,0,0,0,0,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,4,3,3,3,2,3,4,4,3,2,2,2,1,3,1,3,3,1,2,2,5,2,"anxiety",1,0
"252",402,1,NA,1,NA,NA,2,40,0,1,0,0,0,0,0,0,0,39,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,3,4,1,3,4,1,3,4,3,3,2,1,5,7,6,5,6,3,2,2,2,6,2,"anxiety",1,0
"253",403,0,NA,1,NA,2,NA,57,0,0,0,0,1,0,0,0,0,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,4,3,3,3,2,3,4,4,3,2,2,2,1,3,1,3,3,1,2,2,5,2,"anxiety",1,0
"254",436,1,NA,1,NA,NA,2,40,0,1,0,0,0,0,0,0,0,39,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,3,4,1,3,4,1,3,4,3,3,2,1,5,7,6,5,6,3,2,2,2,8,2,"anxiety",1,0
"255",69,0,NA,1,NA,NA,2,22,0,1,1,0,0,0,0,0,0,40,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3,3,4,3,3,2,3,3,4,3,2,1,2,6,7,7,7,4,2,2,4,2,8,2,"anxiety",1,0
"256",247,0,NA,1,NA,NA,2,22,0,1,1,0,0,0,0,0,0,40,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3,3,4,3,3,2,3,3,4,3,2,1,2,6,7,7,7,4,2,2,4,2,8,2,"anxiety",1,0
"257",255,0,NA,1,NA,2,NA,22,0,1,0,0,0,0,0,0,0,40,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4,2,2,1,2,3,2,3,3,3,4,1,1,6,6,6,9,2,2,3,1,3,7,2,"anxiety",1,0
"258",288,0,NA,1,NA,2,NA,24,0,1,0,0,0,0,0,1,0,40,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,3,3,2,3,3,6,3,2,2,1,4,4,3,9,1,2,1,1,2,8,2,"anxiety",1,0
"259",323,0,NA,1,NA,2,NA,24,0,1,0,0,0,0,0,1,0,40,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,3,3,2,3,3,6,3,2,2,1,4,4,3,9,1,2,1,1,2,8,2,"anxiety",1,0
"260",373,0,NA,1,NA,NA,2,39,0,0,0,0,1,0,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,3,3,3,3,3,4,2,3,4,2,1,3,5,2,9,3,3,1,2,3,8,2,"anxiety",1,0
"261",384,0,NA,1,NA,NA,2,24,0,1,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,4,1,2,3,2,1,4,3,4,1,1,3,3,2,7,2,3,1,2,3,7,2,"anxiety",1,0
"262",42,0,NA,1,NA,2,NA,32,0,0,1,0,0,0,0,0,0,44,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,3,3,2,3,2,6,3,4,2,1,2,2,3,8,1,2,1,4,4,8,3,"anxiety",1,0
"263",328,0,NA,1,NA,2,NA,32,0,0,1,0,0,0,0,0,0,44,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,3,3,2,3,2,6,3,4,2,1,2,2,3,8,1,2,1,4,4,8,3,"anxiety",1,0
"264",19,0,NA,1,NA,2,NA,54,0,0,0,0,1,1,0,0,0,50,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,3,1,2,1,3,2,3,3,4,3,4,2,1,3,4,3,9,1,2,1,1,2,7,3,"anxiety",1,0
"265",25,0,NA,1,NA,2,NA,28,0,0,0,0,1,0,0,0,0,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,4,1,2,2,3,2,4,3,3,2,1,3,2,4,9,3,3,1,1,1,8,2,"anxiety",1,0
"266",57,0,NA,1,NA,NA,2,24,1,0,0,1,0,0,0,0,1,50,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,2,4,3,3,2,3,3,4,3,2,2,1,3,3,5,7,1,4,1,1,1,8,2,"anxiety",1,0
"267",67,0,NA,1,NA,2,NA,57,0,1,0,0,0,0,0,0,0,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,2,3,3,3,3,3,3,3,-99,3,2,1,3,6,3,6,1,2,2,1,2,7,2,"anxiety",1,0
"268",125,0,NA,1,NA,NA,2,NA,0,0,0,0,0,0,1,0,0,50,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,4,3,3,3,3,3,4,3,2,2,1,6,1,5,5,4,2,1,1,4,6,1,"anxiety",1,0
"269",220,0,NA,1,NA,2,NA,24,0,0,0,0,0,0,1,0,0,50,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,2,1,4,1,3,3,3,3,3,3,1,4,2,7,7,7,2,4,4,4,4,4,7,2,"anxiety",1,0
"270",235,0,NA,1,NA,NA,2,24,1,0,1,1,0,0,0,0,1,50,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,2,4,3,3,2,3,3,4,3,2,2,1,3,3,5,7,1,4,1,1,1,8,2,"anxiety",1,0
"271",352,1,NA,1,NA,NA,2,45,1,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,2,3,3,3,3,1,3,3,3,2,2,5,5,1,5,1,1,1,4,1,3,2,"anxiety",1,0
"272",406,0,NA,1,NA,2,NA,24,0,0,0,0,0,0,1,0,0,15,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,2,1,4,1,3,3,3,3,3,3,1,4,2,7,7,7,2,4,4,4,4,4,7,2,"anxiety",1,0
"273",83,0,NA,1,NA,2,NA,24,0,0,0,0,1,0,0,0,0,19,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,3,2,3,2,3,3,3,3,3,2,2,3,2,3,9,1,1,1,2,4,8,2,"anxiety",1,0
"274",203,0,NA,1,NA,2,NA,24,0,0,0,0,1,0,0,0,0,19,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,3,2,3,2,3,3,3,3,3,2,2,3,2,3,9,1,1,1,2,4,8,2,"anxiety",1,0
"275",92,0,NA,1,NA,NA,2,26,0,1,0,0,0,0,1,0,0,20,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,3,2,4,2,3,3,3,2,3,3,3,3,2,6,6,6,9,2,1,1,1,2,6,2,"anxiety",1,0
"276",168,0,NA,1,NA,NA,2,22,0,1,0,0,1,0,0,1,0,20,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,3,2,3,1,3,3,4,3,3,3,2,1,2,5,5,1,9,4,3,1,2,2,8,3,"anxiety",1,0
"277",306,0,NA,1,NA,NA,2,26,0,1,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,4,1,3,2,3,1,4,3,2,2,2,7,7,4,5,5,5,4,4,4,6,2,"anxiety",1,0
"278",367,0,NA,1,NA,NA,2,26,0,1,0,0,0,0,0,0,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,4,1,3,2,3,1,4,3,2,2,2,7,7,4,5,5,5,4,4,4,6,2,"anxiety",1,0
"279",370,0,NA,1,NA,NA,2,22,0,1,0,0,1,0,0,1,0,29,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,3,2,3,1,3,3,4,3,3,3,2,1,2,5,5,1,9,4,3,1,2,2,8,3,"anxiety",1,0
"280",379,1,NA,1,NA,2,NA,42,0,0,0,0,0,0,0,0,1,29,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,3,3,4,3,3,3,3,3,6,1,2,6,6,7,9,1,1,1,3,1,2,2,"anxiety",1,0
"281",31,0,NA,1,NA,NA,2,24,0,1,0,0,1,0,0,0,0,29,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,3,3,3,3,3,2,2,3,3,3,2,7,3,6,9,3,1,2,2,4,6,2,"anxiety",1,0
"282",153,0,NA,1,NA,NA,2,32,-99,-99,0,-99,NA,-99,-99,-99,-99,70,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,3,3,3,2,2,3,4,3,3,2,2,3,5,4,9,1,3,2,1,2,8,2,"anxiety",1,0
"283",358,0,NA,1,NA,NA,2,NA,1,0,0,0,0,1,0,0,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,2,3,3,2,3,4,3,1,2,1,1,1,4,6,9,4,4,2,4,4,8,2,"anxiety",1,0
"284",292,0,NA,1,NA,NA,2,32,0,0,0,0,0,0,0,0,1,80,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,1,4,3,3,2,3,2,3,3,3,3,2,7,6,7,9,6,1,2,3,4,5,2,"anxiety",1,0
"285",136,1,NA,1,NA,2,NA,25,0,0,0,0,1,0,0,0,0,29,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,3,4,3,2,3,2,3,3,3,5,2,1,5,1,5,2,3,2,1,2,3,5,2,"anxiety",1,0
"286",73,0,NA,1,NA,NA,2,23,0,1,0,0,0,0,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,2,3,3,1,3,3,3,2,3,1,1,6,6,6,9,6,4,4,4,4,7,2,"anxiety",1,0
"287",138,0,NA,1,NA,NA,2,23,0,0,0,0,1,1,0,0,0,29,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,4,1,3,4,3,3,4,3,2,4,2,3,4,2,9,3,4,1,1,4,7,2,"anxiety",1,0
"288",313,0,NA,1,NA,NA,2,23,0,0,0,0,0,1,0,0,0,29,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,3,2,1,3,2,3,3,4,2,3,1,1,3,3,2,9,1,1,1,1,2,8,3,"anxiety",1,0
"289",372,1,NA,1,NA,NA,2,45,0,1,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,3,3,3,3,3,3,3,3,2,3,1,1,4,4,3,6,1,1,1,1,2,2,"anxiety",1,0
"290",163,0,NA,1,NA,NA,2,36,0,0,0,0,1,0,0,0,0,29,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,4,1,2,2,3,3,4,3,2,3,1,6,2,5,6,1,4,3,1,1,8,2,"anxiety",1,0
"291",361,1,NA,1,NA,2,NA,65,0,1,0,0,1,0,0,0,0,94,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,3,4,2,2,2,4,3,2,3,6,3,3,3,3,1,3,6,4,1,2,3,3,1,"anxiety",1,0
"292",224,1,NA,1,NA,NA,2,25,0,1,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,4,3,3,3,3,3,4,3,2,3,2,5,7,7,4,6,1,1,2,1,6,2,"anxiety",1,0
"293",332,0,NA,1,NA,2,NA,24,0,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,4,3,3,3,3,3,4,3,2,1,1,3,4,4,9,1,3,2,2,2,8,2,"anxiety",1,0
"294",342,1,NA,1,NA,2,NA,34,-99,-99,0,-99,NA,-99,-99,-99,-99,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,3,3,5,3,5,3,4,3,3,3,2,7,7,2,9,5,1,1,1,2,8,2,"anxiety",1,0
"295",365,0,NA,1,NA,2,NA,23,-99,-99,0,-99,NA,-99,-99,-99,-99,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3,2,2,3,3,3,3,3,4,3,3,2,1,4,3,3,4,1,2,2,2,2,8,2,"anxiety",1,0
"296",21,0,NA,NA,1,NA,1,28,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,4,3,1,1,2,1,4,3,2,1,2,6,2,5,3,2,2,4,1,2,8,2,"calm",0,0
"297",61,1,NA,NA,1,1,NA,44,0,0,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,4,2,3,2,2,2,2,1,1,2,2,3,1,1,5,3,5,1,1,1,8,-99,"calm",0,0
"298",155,1,NA,NA,1,1,NA,42,0,1,0,0,0,0,0,0,0,9,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,3,3,3,2,3,2,4,3,3,2,2,6,7,7,1,4,4,2,2,3,6,2,"calm",0,0
"299",350,1,NA,NA,1,1,NA,22,0,1,0,0,0,0,0,0,0,9,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,3,3,3,2,3,2,4,3,3,2,2,6,7,7,1,4,4,2,2,3,6,2,"calm",0,0
"300",46,0,NA,NA,1,NA,1,23,0,1,0,0,0,0,1,1,0,70,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3,3,2,3,2,3,2,4,3,4,1,1,5,3,5,4,2,3,1,1,2,7,2,"calm",0,0
"301",196,0,NA,NA,1,1,NA,40,0,1,0,0,0,0,0,0,0,70,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,3,4,3,3,3,3,3,4,3,2,3,2,6,6,6,9,4,3,1,1,1,7,2,"calm",0,0
"302",414,0,NA,NA,1,NA,1,23,0,1,0,0,0,0,1,1,0,71,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3,3,2,3,2,3,2,4,3,4,1,1,5,3,5,4,2,3,1,1,2,7,2,"calm",0,0
"303",106,0,NA,NA,1,NA,1,33,0,1,0,0,0,0,0,0,0,72,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,4,2,3,3,3,3,6,3,2,2,1,6,7,7,9,3,3,1,1,1,8,2,"calm",0,0
"304",100,0,NA,NA,1,1,NA,23,0,0,0,1,1,0,0,0,0,72,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,3,3,4,3,2,3,3,3,6,3,3,1,1,5,4,5,9,2,3,1,2,2,8,2,"calm",0,0
"305",137,0,NA,NA,1,NA,1,24,0,0,0,1,0,0,0,1,0,74,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,3,4,3,3,3,3,3,3,2,3,1,2,6,7,7,9,4,3,3,4,4,8,2,"calm",0,0
"306",395,0,NA,NA,1,1,NA,22,0,0,0,0,1,0,0,0,0,77,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,2,2,2,3,3,3,3,3,4,3,4,2,2,4,3,2,4,1,1,2,3,3,5,2,"calm",0,0
"307",443,0,NA,NA,1,1,NA,22,0,0,0,0,1,0,0,0,0,80,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,2,2,2,3,3,3,3,3,4,3,4,2,2,4,3,2,4,1,1,2,3,3,5,2,"calm",0,0
"308",188,0,NA,NA,1,NA,1,22,0,1,0,0,1,1,0,0,0,15,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,3,2,3,1,3,3,3,3,4,3,3,2,1,3,3,5,7,1,4,2,2,2,7,2,"calm",0,0
"309",351,0,NA,NA,1,NA,1,22,0,1,0,0,1,1,0,0,0,80,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,3,2,3,1,3,3,3,3,4,3,3,2,1,3,3,5,7,1,4,2,2,2,7,2,"calm",0,0
"310",417,0,NA,NA,1,NA,1,23,0,1,0,0,0,0,0,0,0,81,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,3,4,3,3,2,2,3,3,6,3,4,4,1,4,2,5,9,1,2,2,2,2,8,2,"calm",0,0
"311",23,0,NA,NA,1,NA,1,22,0,1,0,0,0,0,0,0,0,81,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,2,1,4,3,3,3,3,3,3,3,3,1,2,3,2,4,1,2,3,1,2,2,7,3,"calm",0,0
"312",47,0,NA,NA,1,NA,1,23,0,0,1,0,1,1,0,0,0,81,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3,3,4,1,3,3,3,3,4,3,3,1,1,6,6,6,9,4,3,2,1,2,7,2,"calm",0,0
"313",334,1,NA,NA,1,1,NA,23,0,0,0,0,0,0,0,1,0,81,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,2,3,4,1,3,3,3,3,4,3,3,1,2,4,2,4,9,1,3,1,2,2,7,2,"calm",0,0
"314",388,0,NA,NA,1,NA,1,23,0,0,1,0,1,1,0,0,0,81,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3,3,4,1,3,3,3,3,4,3,3,1,1,6,6,6,9,4,3,2,1,2,7,2,"calm",0,0
"315",160,0,NA,NA,1,NA,1,24,0,1,0,0,0,0,0,0,0,30,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,2,3,1,2,2,2,3,3,3,3,2,2,3,3,4,5,4,2,2,2,4,7,2,"calm",0,0
"316",194,1,NA,NA,1,NA,1,49,0,0,0,0,1,0,1,0,0,81,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,3,3,3,3,3,3,3,3,4,3,2,2,2,6,6,5,1,1,3,2,3,1,7,2,"calm",0,0
"317",221,0,NA,NA,1,NA,1,23,0,1,0,0,0,0,0,0,0,81,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,2,3,1,2,2,2,3,3,3,3,2,2,3,3,4,5,4,2,2,2,4,7,2,"calm",0,0
"318",225,1,NA,NA,1,NA,1,25,0,0,0,0,1,0,1,0,0,84,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,3,3,3,3,3,3,3,3,4,3,2,2,2,6,6,5,1,1,3,2,3,1,7,2,"calm",0,0
